source_path	revision	manifest_sha	generated_urls	lane	decision	evidence
service-workers/service-worker/ServiceWorkerGlobalScope/error-message-event.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	0a35cc7c39cf134be117deb239a1e5450fdf1a4f	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/ServiceWorkerGlobalScope/extendable-message-event-constructor.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	525245fe9ece73fde6e2408e76927bbfcd1b04cf	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/ServiceWorkerGlobalScope/extendable-message-event.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	89efd7a4a615c1a3ef35b045690fa40b67fb5393	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/ServiceWorkerGlobalScope/fetch-on-the-right-interface.https.any.js	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	5ca5f65680c9754c8f2ed8361f6c94bc13e65a0d	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/ServiceWorkerGlobalScope/isSecureContext.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	399820dd2c313b5023f63ea7846cc1f39fcbb1d6	1	defer	defer-worker-harness	2026-08-19-m1-iframe-review.tsv
service-workers/service-worker/ServiceWorkerGlobalScope/message-event-ports.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	a0eac39e9b35886bc378a7c25b2ae8d33b23fce1	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/ServiceWorkerGlobalScope/postmessage.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	99dedebf2e56c744528fd168c05b4fe734563c57	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/ServiceWorkerGlobalScope/registration-attribute.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	aa3c74a13bb2b1623696579b371486a40706dcf1	1	gated	gated-fetch-update	2026-08-19-m1-message-review.tsv
service-workers/service-worker/ServiceWorkerGlobalScope/service-worker-error-event.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	988f5466b9e16ffe716297b9ba569e668ff8f8a3	1	defer	defer-advanced	2026-08-19-m1-next-wave-review.tsv
service-workers/service-worker/ServiceWorkerGlobalScope/unregister.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	1a124d727687ecfc62bb1443bed2313312762997	1	defer	defer-worker-unregister-controller	2026-08-19-m1-message-review.tsv
service-workers/service-worker/ServiceWorkerGlobalScope/update.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	a7dde2233972cb3c1b8250f3b0a184413cd7c5a5	1	gated	gated-dynamic-fetch-update	2026-08-19-m1-final-review.tsv
service-workers/service-worker/about-blank-replacement.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	b6efe3ec5620d1c83deb305f2c1ebe008a6a23e2	1	skip	skip-multi-context-clients	2026-08-19-final-remaining-review.tsv
service-workers/service-worker/activate-event-after-install-state-change.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	016a52c13c82ebbfb36d48830446b79b4e72f13e	1	core	keep-first	2026-08-19-m0-m1-candidate-resource-closure.tsv
service-workers/service-worker/activation-after-registration.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	29f97e3e3f4c0cda2321776cbf48fed92d1c90a1	1	core	keep-first	2026-08-19-m0-m1-candidate-resource-closure.tsv
service-workers/service-worker/activation.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	278454d3383e3d71a3925663dfcfc3444eddff83	1	gated	gated-dynamic-controller	2026-08-19-m1-final-review.tsv
service-workers/service-worker/active.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	350a34b802f70d6b6c78e6fdba9b2acabe7d143c	1	defer	defer-controller-state	2026-08-19-final-remaining-review.tsv
service-workers/service-worker/add-routes.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	fbab7cdedfa388d8dbd47e1887beb2a02fd18721	1	skip	skip-static-routing-lifecycle	2026-08-19-static-routing-review.tsv
service-workers/service-worker/claim-affect-other-registration.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	52555ac271b5bad279ab37352c9d9937c780909a	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/claim-fetch.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	ae0082df06bf794d02990a7c0b7213e0d81114cb	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/claim-not-using-registration.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	fd61d05ba4ea8a1c416eb6d4b1128f7b65b4b35c	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/claim-shared-worker-fetch.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	f5f44886baa2bff3bc7b7e013a856a6d90ceb26c	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/claim-using-registration.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	a02f8e9ca6f1ea7b4df36870b7ca46c3b5b5fab2	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/claim-with-redirect.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	fd89cb9b00a1f0a39c0f7a9103fab2a10ff22526	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/claim-worker-fetch.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	7cb26c742b97d3d768e01ec09adb1ceeca99dc86	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/client-id.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	b93b34189999fe37d89d27fba1d4400994b276cb	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/client-navigate.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	f40a08635cfd1e0345a64228ccab82302439f7dd	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/client-url-creation-url.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	ba597d893d34591167310f452fd414b827498b62	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/client-url-of-blob-url-worker.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	97a2fcf98f290c290b3489b81c9187922e3e711b	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-get-client-types.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	63e3e51b3202de927d89833b31035792369aec39	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-get-cross-origin.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	1e4acfb286c6bcf2375fc762f9d60ea2d9f1cdc4	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-get-resultingClientId.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	3419cf14b523db41af70c7896d4aaa497441fb9b	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-get.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	4cfbf595cadeeea5fc8a5089127c5687ec174f53	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-matchall-blob-url-worker.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	c29bac8b894a2c50828ae3469d3e181d227fe7ac	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-matchall-client-types.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	54f182b6202cd67cc63e159e7e2d4294fdf975ff	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-matchall-exact-controller.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	a61c8af70196ac230c4b7085862e1bff8433fe38	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-matchall-frozen.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	479c28a60f2e4a2e32ea765a7480301360c34505	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-matchall-include-uncontrolled.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	9f34e5709eb3cb607dcd1b91ec80b51c3706dca6	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-matchall-on-evaluation.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	8705f85b56840976e5bedf3ea780efb8830747f5	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-matchall-order.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	ec650f2264df530bd34b11737c4b1d9ed87f4b56	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/clients-matchall.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	ce44f1924d54952afe442b19bd0b46c5f92951d5	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/controlled-dedicatedworker-postMessage.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	5ef91dd1b11c0c263f8489e3d3b74cb608b702d8	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/controlled-iframe-postMessage.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	c3f390a5a455298139134d22f7a55b06318cbfd5	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/controller-on-disconnect.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	f23dfe71bac505f1cc396bcab191dbee7a6461f4	1	defer	defer-controller-context	2026-08-19-final-remaining-review.tsv
service-workers/service-worker/controller-on-load.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	e4c5e5f81f8139e1c788f068f716cdbb367fb83e	1	defer	defer-controller-context	2026-08-19-final-remaining-review.tsv
service-workers/service-worker/controller-on-reload.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	2e966d425788c0a02b1bb25a4c045089fede5ce7	1	defer	defer-controller-context	2026-08-19-final-remaining-review.tsv
service-workers/service-worker/controller-with-no-fetch-event-handler.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	d947139c9e213a51e8810aacb3bb40a08cfdc937	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/credentials.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	0a90dc2897c27323682a6e16bfd6aaa5370855e0	1	gated	gated-script-credentials-update	2026-08-19-request-response-review.tsv
service-workers/service-worker/css-sw-same-origin-substitution.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	3a79c07f95c257c58ca834ebefe915a063aeb795	1	defer	defer-fetch-css-substitution	2026-08-19-final-remaining-review.tsv
service-workers/service-worker/data-iframe.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	d767d574345bf7058d58381d94e5dabffd1fca9e	1	skip	skip-data-url-context	2026-08-19-final-remaining-review.tsv
service-workers/service-worker/data-transfer-files.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	c503a28f965b296b346de237aee77b46414bb7cd	1	skip	skip-form-file-platform	2026-08-19-request-response-review.tsv
service-workers/service-worker/dedicated-worker-service-worker-interception.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	2144f4827121b4902d8c56a61df823f04ee8801d	1	skip	skip-dedicated-worker-interception	2026-08-19-worker-global-import-review.tsv
service-workers/service-worker/detached-context.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	ce8e4cc8400c6a457c968a9d1250fde829369ed3	1	defer	defer-detached-context	2026-08-19-final-remaining-review.tsv
service-workers/service-worker/embed-and-object-are-not-intercepted.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	581dbeca9772268ab85a2b50d8f7f45cf61e781f	1	skip	skip-embed-object-platform	2026-08-19-final-remaining-review.tsv
service-workers/service-worker/extendable-event-async-waituntil.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	04e98266b4f1a0b6ec572e1c317ab852fc2e4480	1	defer	defer-extendable-event-lifetime	2026-08-19-final-remaining-review.tsv
service-workers/service-worker/extendable-event-waituntil.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	33b4eac5c185e911023094f210ce4db9b6dddadb	1	defer	defer-extendable-event-lifetime	2026-08-19-final-remaining-review.tsv
service-workers/service-worker/fetch-audio-tainting.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	9821759bc7b311672a54387edc7d8c26a11d5e54	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-canvas-tainting-double-write.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	dab2153baa6f462bdafa68b555cc198ccce09398	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-canvas-tainting-image-cache.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	213238112257923657fe84a637ddd45cc0c038c5	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-canvas-tainting-image.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	57dc7d98caa2f486cbe2dee05c8f430ad560f9e3	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-canvas-tainting-video-cache.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	c37e8e562448793d7da4f4722893ca7bbe19f3ac	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-canvas-tainting-video-with-range-request.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	0ee41e96f2989fe1dcba4bfb2d449432c175b5da	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-canvas-tainting-video.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	e8c23a2edd63c55a77ea8484fafae2b3c52d15a0	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-cors-exposed-header-names.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	317b02175f2f15d467d3336cd48ca0fc21b473cc	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-cors-xhr.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	f8ff445673bd42bafcc29c43eb86967dac1f9792	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-csp.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	9e7b242b69aaaebcdf064fb019831828e8ba1f87	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-error.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	e9fdf57431203e308f3bf9839d40bdf2b53f4918	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-add-async.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	ac13e4f41675c22669862751b9209835d7210231	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-after-navigation-within-page.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	4812d8a91551edae84b5e2805804fc9d8899f3e9	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-async-respond-with.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	d9147f85494c21e54d39a4fd7af16efa1a126384	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-handled.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	08b88ce3773d036cf1ea3a9f321f87b26d54fffd	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-network-error.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	fea2ad1e3c26effcc9fd7c8d7a66917e420606b4	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-redirect.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	522928475702bf41a425a94595839ae8e38a8c70	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-referrer-policy.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	af4b20a9a4a7b766509944b59db332fe70e8cf78	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-respond-with-argument.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	05e22105243f710273f56e21502659ad1781e28c	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-respond-with-body-loaded-in-chunk.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	932f9030c51ce6e09d4dba08f0dab19dec6e8b15	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-respond-with-custom-response.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	645a29c9b4f146b8c4024650c358c8325663cbac	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-respond-with-partial-stream.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	505cef2972683c84f0e0927d582da3861f6f88f0	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-respond-with-readable-stream-chunk.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	4544a9e08f562c9787153470c0cbd6a9ad6f4dea	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-respond-with-readable-stream.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	4651258e6ab2cec042d673ba7cca4b5454653e48	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-respond-with-response-body-with-invalid-chunk.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	2a44811461a649c6ead9460c4a5a911bbd8e608b	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-respond-with-stops-propagation.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	31fd616b6d6f509b7dcb6b56f45e9c2e12e9b8e6	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-throws-after-respond-with.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	d98fb22ff423271dd84460200ebdb60573ed6371	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event-within-sw.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	0b52b18305faa1e36ea6873ed534913adb6e5c75	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event.https.h2.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	5cd381ec98dbee28586f4da68f3656706b81b03a	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-event.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	2edb5b0e032a05ec507fda660483631676f0873f	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-frame-resource.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	0d8e38d8b84c88e0327191a9972ea46f205fa909	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-header-visibility.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	1f4813c4f8e6d93a024b433db4cb45499b68425f	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-mixed-content-to-inscope.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	0e8fa93b32c0701163544e354520a947a34c0a85	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-mixed-content-to-outscope.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	391dc5d2c19ade20e864ab3b276be05a535d2d85	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-request-body-cancel.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	f06633c784424d425fcddd1cd8608002bd99776d	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-request-css-base-url.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	467a66cee464e687238c25da2fb17cb01501fb0d	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-request-css-cross-origin.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	d9c1c7f5df2c64f190235af53f83139d09ff0680	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-request-css-images.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	586dea26135fc535bf812d86c9854541daabbc39	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
service-workers/service-worker/fetch-request-fallback.https.html	04067ce9c7c2165e71ad7d0dde10a4c5cb394a83	a29f31d127bc7b7ce160cb7147d90db310d55d68	1	gated	gated-initial-inventory	2026-08-19-m0-wpt-case-inventory.tsv
